,City,Rent
1248,Mumbai,26000
1249,Mumbai,72000
1250,Mumbai,8000
1251,Mumbai,130000
1252,Mumbai,52000
1253,Mumbai,13000
1254,Mumbai,45000
1255,Mumbai,180000
1256,Mumbai,63000
1257,Mumbai,7500
1258,Mumbai,30000
1259,Mumbai,28500
1260,Mumbai,100000
1261,Mumbai,270000
1262,Mumbai,38000
1263,Mumbai,26000
1264,Mumbai,70000
1265,Mumbai,41000
1266,Mumbai,27000
1267,Mumbai,53000
1268,Mumbai,65000
1269,Mumbai,85000
1270,Mumbai,6000
1271,Mumbai,43000
1272,Mumbai,65000
1273,Mumbai,280000
1274,Mumbai,98000
1275,Mumbai,330000
1276,Mumbai,65000
1277,Mumbai,85000
1278,Mumbai,40000
1279,Mumbai,23000
1280,Mumbai,55000
1281,Mumbai,15000
1282,Mumbai,52000
1283,Mumbai,13000
1284,Mumbai,95000
1285,Mumbai,25000
1286,Mumbai,21000
1287,Mumbai,360000
1288,Mumbai,60000
1289,Mumbai,19000
1290,Mumbai,140000
1291,Mumbai,30000
1292,Mumbai,130000
1293,Mumbai,80000
1294,Mumbai,85000
1295,Mumbai,65000
1296,Mumbai,33000
1297,Mumbai,36000
1298,Mumbai,22000
1299,Mumbai,17000
1300,Mumbai,55000
1301,Mumbai,66000
1302,Mumbai,140000
1303,Mumbai,260000
1304,Mumbai,32000
1305,Mumbai,45000
1306,Mumbai,50000
1307,Mumbai,18500
1308,Mumbai,51000
1309,Mumbai,140000
1310,Mumbai,80000
1311,Mumbai,30000
1312,Mumbai,85000
1313,Mumbai,15000
1314,Mumbai,50000
1315,Mumbai,60000
1316,Mumbai,23000
1317,Mumbai,14500
1318,Mumbai,40000
1319,Mumbai,650000
1320,Mumbai,80000
1321,Mumbai,55000
1322,Mumbai,12000
1323,Mumbai,45000
1324,Mumbai,90000
1325,Mumbai,43000
1326,Mumbai,22000
1327,Mumbai,20000
1328,Mumbai,26000
1329,Mumbai,850000
1330,Mumbai,34999
1331,Mumbai,35000
1332,Mumbai,50000
1333,Mumbai,16000
1334,Mumbai,55000
1335,Mumbai,39000
1336,Mumbai,100000
1337,Mumbai,25000
1338,Mumbai,25000
1339,Mumbai,49500
1340,Mumbai,21000
1341,Mumbai,110000
1342,Mumbai,21000
1343,Mumbai,46700
1344,Mumbai,400000
1345,Mumbai,280000
1346,Mumbai,18000
1347,Mumbai,80000
1348,Mumbai,88000
1349,Mumbai,90000
1350,Mumbai,38000
1351,Mumbai,20000
1352,Mumbai,140000
1353,Mumbai,78000
1354,Mumbai,21000
1355,Mumbai,95000
1356,Mumbai,90000
1357,Mumbai,34000
1358,Mumbai,55000
1359,Mumbai,52000
1360,Mumbai,74999
1361,Mumbai,75000
1362,Mumbai,45000
1363,Mumbai,22000
1364,Mumbai,32000
1365,Mumbai,34000
1366,Mumbai,170000
1367,Mumbai,23000
1368,Mumbai,20000
1369,Mumbai,350000
1370,Mumbai,90000
1371,Mumbai,55000
1372,Mumbai,15000
1373,Mumbai,22000
1374,Mumbai,60000
1375,Mumbai,49000
1376,Mumbai,34000
1377,Mumbai,24000
1378,Mumbai,270000
1379,Mumbai,69000
1380,Mumbai,120000
1381,Mumbai,32000
1382,Mumbai,24000
1383,Mumbai,100000
1384,Mumbai,600000
1385,Mumbai,45000
1386,Mumbai,80000
1387,Mumbai,37000
1388,Mumbai,210000
1389,Mumbai,190000
1390,Mumbai,25000
1391,Mumbai,210000
1392,Mumbai,200000
1393,Mumbai,310000
1394,Mumbai,26000
1395,Mumbai,27000
1396,Mumbai,26000
1397,Mumbai,60000
1398,Mumbai,12000
1399,Mumbai,180000
1400,Mumbai,30000
1401,Mumbai,100000
1402,Mumbai,140000
1403,Mumbai,70000
1404,Mumbai,20000
1405,Mumbai,22000
1406,Mumbai,32000
1407,Mumbai,20000
1408,Mumbai,50000
1409,Mumbai,29000
1410,Mumbai,45000
1411,Mumbai,6500
1412,Mumbai,55000
1413,Mumbai,69999
1414,Mumbai,18500
1415,Mumbai,50000
1416,Mumbai,45000
1417,Mumbai,85000
1418,Mumbai,85000
1419,Mumbai,25000
1420,Mumbai,75000
1421,Mumbai,190000
1422,Mumbai,20000
1423,Mumbai,30000
1424,Mumbai,75000
1425,Mumbai,350000
1426,Mumbai,70000
1427,Mumbai,32000
1428,Mumbai,22000
1429,Mumbai,35000
1430,Mumbai,47000
1431,Mumbai,400000
1432,Mumbai,31000
1433,Mumbai,60000
1434,Mumbai,58000
1435,Mumbai,85000
1436,Mumbai,45000
1437,Mumbai,7500
1438,Mumbai,250000
1439,Mumbai,150000
1440,Mumbai,80000
1441,Mumbai,75000
1442,Mumbai,66000
1443,Mumbai,45000
1444,Mumbai,22000
1445,Mumbai,65000
1446,Mumbai,55000
1447,Mumbai,55000
1448,Mumbai,36000
1449,Mumbai,230000
1450,Mumbai,22000
1451,Mumbai,170000
1452,Mumbai,34000
1453,Mumbai,45000
1454,Mumbai,14000
1455,Mumbai,75000
1456,Mumbai,7000
1457,Mumbai,55000
1458,Mumbai,55000
1459,Mumbai,700000
1460,Mumbai,140000
1461,Mumbai,42000
1462,Mumbai,27000
1463,Mumbai,60000
1464,Mumbai,17000
1465,Mumbai,30000
1466,Mumbai,45000
1467,Mumbai,90000
1468,Mumbai,25000
1469,Mumbai,70000
1470,Mumbai,90000
1471,Mumbai,110000
1472,Mumbai,20000
1473,Mumbai,35000
1474,Mumbai,80000
1475,Mumbai,54500
1476,Mumbai,350000
1477,Mumbai,45000
1478,Mumbai,38000
1479,Mumbai,90000
1480,Mumbai,22000
1481,Mumbai,70000
1482,Mumbai,380000
1483,Mumbai,50000
1484,Mumbai,680000
1485,Mumbai,140000
1486,Mumbai,40000
1487,Mumbai,32000
1488,Mumbai,78000
1489,Mumbai,280000
1490,Mumbai,45000
1491,Mumbai,65000
1492,Mumbai,65000
1493,Mumbai,35000
1494,Mumbai,90000
1495,Mumbai,250000
1496,Bangalore,70000
1497,Bangalore,10500
1498,Bangalore,13000
1499,Bangalore,17000
1500,Bangalore,21000
1501,Bangalore,10000
1502,Bangalore,61500
1503,Bangalore,13000
1504,Bangalore,7500
1505,Bangalore,17000
1506,Bangalore,25000
1507,Bangalore,10500
1508,Bangalore,8000
1509,Bangalore,9500
1510,Bangalore,50000
1511,Bangalore,13000
1512,Bangalore,13500
1513,Bangalore,13000
1514,Bangalore,15000
1515,Bangalore,15000
1516,Bangalore,7000
1517,Bangalore,25000
1518,Bangalore,17000
1519,Bangalore,7500
1520,Bangalore,15000
1521,Bangalore,7500
1522,Bangalore,25000
1523,Bangalore,54000
1524,Bangalore,14500
1525,Bangalore,4500
1526,Bangalore,10500
1527,Bangalore,5500
1528,Bangalore,16000
1529,Bangalore,7000
1530,Bangalore,12500
1531,Bangalore,10000
1532,Bangalore,18000
1533,Bangalore,28000
1534,Bangalore,12000
1535,Bangalore,13000
1536,Bangalore,50000
1537,Bangalore,7000
1538,Bangalore,30000
1539,Bangalore,10000
1540,Bangalore,15000
1541,Bangalore,7500
1542,Bangalore,45000
1543,Bangalore,65000
1544,Bangalore,12000
1545,Bangalore,7000
1546,Bangalore,9000
1547,Bangalore,23000
1548,Bangalore,30000
1549,Bangalore,8000
1550,Bangalore,16000
1551,Bangalore,7500
1552,Bangalore,20000
1553,Bangalore,110000
1554,Bangalore,30000
1555,Bangalore,20000
1556,Bangalore,84000
1557,Bangalore,17000
1558,Bangalore,15000
1559,Bangalore,6000
1560,Bangalore,16000
1561,Bangalore,9500
1562,Bangalore,8000
1563,Bangalore,15000
1564,Bangalore,12000
1565,Bangalore,10000
1566,Bangalore,16000
1567,Bangalore,11000
1568,Bangalore,11000
1569,Bangalore,20000
1570,Bangalore,24000
1571,Bangalore,14500
1572,Bangalore,4000
1573,Bangalore,12000
1574,Bangalore,8500
1575,Bangalore,9000
1576,Bangalore,180000
1577,Bangalore,10500
1578,Bangalore,12000
1579,Bangalore,32000
1580,Bangalore,15000
1581,Bangalore,21000
1582,Bangalore,12000
1583,Bangalore,7000
1584,Bangalore,15000
1585,Bangalore,11400
1586,Bangalore,15000
1587,Bangalore,19000
1588,Bangalore,27000
1589,Bangalore,48000
1590,Bangalore,7000
1591,Bangalore,15000
1592,Bangalore,10000
1593,Bangalore,7000
1594,Bangalore,9000
1595,Bangalore,8000
1596,Bangalore,35000
1597,Bangalore,16000
1598,Bangalore,4500
1599,Bangalore,16000
1600,Bangalore,10000
1601,Bangalore,8000
1602,Bangalore,6000
1603,Bangalore,13000
1604,Bangalore,10000
1605,Bangalore,55000
1606,Bangalore,15000
1607,Bangalore,12000
1608,Bangalore,9000
1609,Bangalore,36000
1610,Bangalore,37000
1611,Bangalore,6000
1612,Bangalore,17000
1613,Bangalore,8000
1614,Bangalore,7500
1615,Bangalore,9500
1616,Bangalore,13500
1617,Bangalore,9000
1618,Bangalore,7000
1619,Bangalore,12000
1620,Bangalore,100000
1621,Bangalore,12000
1622,Bangalore,8500
1623,Bangalore,18000
1624,Bangalore,11000
1625,Bangalore,18000
1626,Bangalore,17000
1627,Bangalore,6500
1628,Bangalore,11500
1629,Bangalore,22000
1630,Bangalore,13000
1631,Bangalore,20000
1632,Bangalore,10000
1633,Bangalore,15000
1634,Bangalore,8000
1635,Bangalore,12000
1636,Bangalore,20000
1637,Bangalore,20000
1638,Bangalore,8000
1639,Bangalore,11000
1640,Bangalore,40000
1641,Bangalore,10000
1642,Bangalore,30000
1643,Bangalore,8000
1644,Bangalore,15000
1645,Bangalore,12000
1646,Bangalore,12000
1647,Bangalore,20000
1648,Bangalore,13000
1649,Bangalore,17500
1650,Bangalore,8000
1651,Bangalore,8500
1652,Bangalore,7500
1653,Bangalore,22000
1654,Bangalore,6000
1655,Bangalore,32900
1656,Bangalore,15000
1657,Bangalore,10000
1658,Bangalore,10000
1659,Bangalore,21000
1660,Bangalore,63000
1661,Bangalore,6900
1662,Bangalore,14000
1663,Bangalore,14500
1664,Bangalore,6500
1665,Bangalore,13000
1666,Bangalore,8000
1667,Bangalore,18000
1668,Bangalore,20000
1669,Bangalore,14000
1670,Bangalore,50000
1671,Bangalore,14500
1672,Bangalore,15000
1673,Bangalore,11500
1674,Bangalore,15000
1675,Bangalore,12000
1676,Bangalore,18000
1677,Bangalore,15000
1678,Bangalore,12000
1679,Bangalore,25000
1680,Bangalore,150000
1681,Bangalore,10000
1682,Bangalore,8000
1683,Bangalore,40000
1684,Bangalore,12000
1685,Bangalore,16000
1686,Bangalore,23000
1687,Bangalore,25000
1688,Bangalore,7000
1689,Bangalore,17500
1690,Bangalore,10000
1691,Bangalore,39000
1692,Bangalore,22000
1693,Bangalore,18000
1694,Bangalore,23000
1695,Bangalore,20000
1696,Bangalore,10000
1697,Bangalore,15000
1698,Bangalore,17000
1699,Bangalore,56000
1700,Bangalore,43000
1701,Bangalore,25000
1702,Bangalore,9000
1703,Bangalore,31000
1704,Bangalore,6000
1705,Bangalore,5000
1706,Bangalore,16000
1707,Bangalore,20000
1708,Bangalore,28000
1709,Bangalore,18000
1710,Bangalore,12000
1711,Bangalore,20000
1712,Bangalore,25000
1713,Bangalore,35000
1714,Bangalore,7000
1715,Bangalore,7500
1716,Bangalore,14000
1717,Bangalore,20000
1718,Bangalore,380000
1719,Bangalore,21000
1720,Bangalore,15000
1721,Bangalore,5500
1722,Bangalore,10000
1723,Bangalore,7000
1724,Bangalore,11500
1725,Bangalore,22000
1726,Bangalore,19000
1727,Bangalore,15000
1728,Bangalore,10500
1729,Bangalore,12000
1730,Bangalore,7000
1731,Bangalore,15000
1732,Bangalore,23000
1733,Bangalore,6500
1734,Bangalore,29000
1735,Bangalore,12000
1736,Bangalore,10000
1737,Bangalore,12500
1738,Bangalore,32000
1739,Bangalore,8000
1740,Bangalore,10500
1741,Bangalore,6000
1742,Bangalore,16000
1743,Bangalore,45000
1744,Bangalore,6000
1745,Bangalore,5000
1746,Bangalore,14000
1747,Bangalore,20000
1748,Bangalore,11000
1749,Bangalore,5500
1750,Bangalore,55000
1751,Bangalore,15000
1752,Bangalore,8500
1753,Bangalore,15000
1754,Bangalore,12000
1755,Bangalore,7500
1756,Bangalore,16000
1757,Bangalore,20000
1758,Bangalore,14500
1759,Bangalore,6000
1760,Bangalore,14000
1761,Bangalore,7000
1762,Bangalore,27500
1763,Bangalore,18000
1764,Bangalore,10000
1765,Bangalore,31000
1766,Bangalore,15000
1767,Bangalore,11000
1768,Bangalore,4500
1769,Bangalore,10000
1770,Bangalore,10000
1771,Bangalore,9000
1772,Bangalore,16000
1773,Bangalore,5000
1774,Bangalore,10000
1775,Bangalore,15000
1776,Bangalore,3500
1777,Bangalore,16000
1778,Bangalore,17000
1779,Bangalore,30000
1780,Bangalore,12000
1781,Bangalore,9000
1782,Bangalore,6000
1783,Bangalore,20000
1784,Bangalore,30000
1785,Bangalore,20000
1786,Bangalore,15000
1787,Bangalore,20000
1788,Bangalore,25000
1789,Bangalore,9000
1790,Bangalore,17000
1791,Bangalore,16500
1792,Bangalore,7000
1793,Bangalore,30000
1794,Bangalore,8500
1795,Bangalore,8000
1796,Bangalore,20000
1797,Bangalore,30000
1798,Bangalore,120000
1799,Bangalore,7000
1800,Bangalore,10000
1801,Bangalore,5000
1802,Bangalore,30000
1803,Bangalore,6500
1804,Bangalore,10000
1805,Bangalore,18000
1806,Bangalore,30000
1807,Bangalore,20000
1808,Bangalore,16500
1809,Bangalore,15000
1810,Bangalore,130000
1811,Bangalore,15000
1812,Bangalore,70000
1813,Bangalore,22000
1814,Bangalore,9750
1815,Bangalore,23000
1816,Bangalore,12000
1817,Bangalore,60000
1818,Bangalore,11000
1819,Bangalore,12000
1820,Bangalore,11000
1821,Bangalore,19000
1822,Bangalore,10000
1823,Bangalore,7500
1824,Bangalore,55000
1825,Bangalore,11000
1826,Bangalore,50000
1827,Bangalore,13500
1828,Bangalore,16500
1829,Bangalore,120000
1830,Bangalore,7000
1831,Bangalore,10000
1832,Bangalore,7000
1833,Bangalore,18000
1834,Bangalore,11000
1835,Bangalore,9000
1836,Bangalore,60000
1837,Bangalore,3500000
1838,Bangalore,12500
1839,Bangalore,16000
1840,Bangalore,30000
1841,Bangalore,17000
1842,Bangalore,8000
1843,Bangalore,16500
1844,Bangalore,13000
1845,Bangalore,12000
1846,Bangalore,17000
1847,Bangalore,15000
1848,Bangalore,35000
1849,Bangalore,13000
1850,Bangalore,12000
1851,Bangalore,10000
1852,Bangalore,9000
1853,Bangalore,6000
1854,Bangalore,8900
1855,Bangalore,40000
1856,Bangalore,24000
1857,Bangalore,18500
1858,Bangalore,16000
1859,Bangalore,8000
1860,Bangalore,15000
1861,Bangalore,27000
1862,Bangalore,17000
1863,Bangalore,50000
1864,Bangalore,14000
1865,Bangalore,5000
1866,Bangalore,8000
1867,Bangalore,20000
1868,Bangalore,15000
1869,Bangalore,20000
1870,Bangalore,11000
1871,Bangalore,8500
1872,Bangalore,22500
1873,Bangalore,15000
1874,Bangalore,11000
1875,Bangalore,11000
1876,Bangalore,9000
1877,Bangalore,120000
1878,Bangalore,15000
1879,Bangalore,7000
1880,Bangalore,5000
1881,Bangalore,18000
1882,Bangalore,45000
1883,Bangalore,21000
1884,Bangalore,10000
1885,Bangalore,15000
1886,Bangalore,11000
1887,Bangalore,7500
1888,Bangalore,22000
1889,Bangalore,17000
1890,Bangalore,6000
1891,Bangalore,20000
1892,Bangalore,18000
1893,Bangalore,13000
1894,Bangalore,38000
1895,Bangalore,36000
1896,Bangalore,7500
1897,Bangalore,9000
1898,Bangalore,18000
1899,Bangalore,6500
1900,Bangalore,6000
1901,Bangalore,18000
1902,Bangalore,12000
1903,Bangalore,75000
1904,Bangalore,25000
1905,Bangalore,20000
1906,Bangalore,8000
1907,Bangalore,11000
1908,Bangalore,65000
1909,Bangalore,6000
1910,Bangalore,160000
1911,Bangalore,11000
1912,Bangalore,20000
1913,Bangalore,5500
1914,Bangalore,12000
1915,Bangalore,21500
1916,Bangalore,9300
1917,Bangalore,6000
1918,Bangalore,13000
1919,Bangalore,7000
1920,Bangalore,14000
1921,Bangalore,14000
1922,Bangalore,6000
1923,Bangalore,12500
1924,Bangalore,7000
1925,Bangalore,13000
1926,Bangalore,20000
1927,Bangalore,24000
1928,Bangalore,6000
1929,Bangalore,15000
1930,Bangalore,20000
1931,Bangalore,17000
1932,Bangalore,35000
1933,Bangalore,22000
1934,Bangalore,18000
1935,Bangalore,120000
1936,Bangalore,10000
1937,Bangalore,8000
1938,Bangalore,9500
1939,Bangalore,9000
1940,Bangalore,31000
1941,Bangalore,14000
1942,Bangalore,7000
1943,Bangalore,24000
1944,Bangalore,8000
1945,Bangalore,22000
1946,Bangalore,12000
1947,Bangalore,5000
1948,Bangalore,6000
1949,Bangalore,30000
1950,Bangalore,12000
1951,Bangalore,15000
1952,Bangalore,14000
1953,Bangalore,22000
1954,Bangalore,40000
1955,Bangalore,12000
1956,Bangalore,15000
1957,Bangalore,9500
1958,Bangalore,15000
1959,Bangalore,15000
1960,Bangalore,10000
1961,Bangalore,15000
1962,Bangalore,7000
1963,Bangalore,10000
1964,Bangalore,26969
1965,Bangalore,8000
1966,Bangalore,52000
1967,Bangalore,30000
1968,Bangalore,6500
1969,Bangalore,22000
1970,Bangalore,10000
1971,Bangalore,6000
1972,Bangalore,13000
1973,Bangalore,18000
1974,Bangalore,30000
1975,Bangalore,10000
1976,Bangalore,15000
1977,Bangalore,70000
1978,Bangalore,19000
1979,Bangalore,20000
1980,Bangalore,9000
1981,Bangalore,5000
1982,Bangalore,27500
1983,Bangalore,16000
1984,Bangalore,12000
1985,Bangalore,75000
1986,Bangalore,20000
1987,Bangalore,7000
1988,Bangalore,11000
1989,Bangalore,13500
1990,Bangalore,17000
1991,Bangalore,55000
1992,Bangalore,13000
1993,Bangalore,11000
1994,Bangalore,16000
1995,Bangalore,23500
1996,Bangalore,8500
1997,Bangalore,30000
1998,Bangalore,22000
1999,Bangalore,15000
2000,Bangalore,15000
2001,Bangalore,10000
2002,Bangalore,12500
2003,Bangalore,24000
2004,Bangalore,32000
2005,Bangalore,19000
2006,Bangalore,9000
2007,Bangalore,5500
2008,Bangalore,15000
2009,Bangalore,14000
2010,Bangalore,27000
2011,Bangalore,14000
2012,Bangalore,43000
2013,Bangalore,30000
2014,Bangalore,50000
2015,Bangalore,15000
2016,Bangalore,25000
2017,Bangalore,25500
2018,Bangalore,6000
2019,Bangalore,5000
2020,Bangalore,10000
2021,Bangalore,15000
2022,Bangalore,5000
2023,Bangalore,17000
2024,Bangalore,14000
2025,Bangalore,35000
2026,Bangalore,35000
2027,Bangalore,16000
2028,Bangalore,130000
2029,Bangalore,35000
2030,Bangalore,10000
2031,Bangalore,12000
2032,Bangalore,10500
2033,Bangalore,8000
2034,Bangalore,15000
2035,Bangalore,25000
2036,Bangalore,9000
2037,Bangalore,30000
2038,Bangalore,22000
2039,Bangalore,14000
2040,Bangalore,12000
2041,Bangalore,10000
2042,Bangalore,25000
2043,Bangalore,25000
2044,Bangalore,16000
2045,Bangalore,60000
2046,Bangalore,7000
2047,Bangalore,21000
2048,Bangalore,250000
2049,Bangalore,19000
2050,Bangalore,42500
2051,Bangalore,11000
2052,Bangalore,18000
2053,Bangalore,4300
2054,Bangalore,9000
2055,Bangalore,7000
2056,Bangalore,15000
2057,Bangalore,4800
2058,Bangalore,15000
2059,Bangalore,18000
2060,Bangalore,22500
2061,Bangalore,9500
2062,Bangalore,12000
2063,Bangalore,9000
2064,Bangalore,25000
2065,Bangalore,9000
2066,Bangalore,11000
2067,Bangalore,12500
2068,Bangalore,21000
2069,Bangalore,17681
2070,Bangalore,28000
2071,Bangalore,30000
2072,Bangalore,25000
2073,Bangalore,13000
2074,Bangalore,8000
2075,Bangalore,35000
2076,Bangalore,8000
2077,Bangalore,10000
2078,Bangalore,11500
2079,Bangalore,140000
2080,Bangalore,6000
2081,Bangalore,11000
2082,Bangalore,4000
2083,Bangalore,14000
2084,Bangalore,24000
2085,Bangalore,11000
2086,Bangalore,10000
2087,Bangalore,62000
2088,Bangalore,12000
2089,Bangalore,18000
2090,Bangalore,17500
2091,Bangalore,6500
2092,Bangalore,16000
2093,Bangalore,30000
2094,Bangalore,28000
2095,Bangalore,6500
2096,Bangalore,9000
2097,Bangalore,8500
2098,Bangalore,20000
2099,Bangalore,26000
2100,Bangalore,8000
2101,Bangalore,8500
2102,Bangalore,12500
2103,Bangalore,8000
2104,Bangalore,52000
2105,Bangalore,18000
2106,Bangalore,15000
2107,Bangalore,12000
2108,Bangalore,100000
2109,Bangalore,6000
2110,Bangalore,12000
2111,Bangalore,6500
2112,Bangalore,13500
2113,Bangalore,10000
2114,Bangalore,8500
2115,Bangalore,32000
2116,Bangalore,42000
2117,Bangalore,7500
2118,Bangalore,16000
2119,Bangalore,5000
2120,Bangalore,14000
2121,Bangalore,60000
2122,Bangalore,8500
2123,Bangalore,10000
2124,Bangalore,8500
2125,Bangalore,15000
2126,Bangalore,9500
2127,Bangalore,25000
2128,Bangalore,14000
2129,Bangalore,20000
2130,Bangalore,10000
2131,Bangalore,10000
2132,Bangalore,13000
2133,Bangalore,13000
2134,Bangalore,24000
2135,Bangalore,10000
2136,Bangalore,8000
2137,Bangalore,6000
2138,Bangalore,21000
2139,Bangalore,25000
2140,Bangalore,8500
2141,Bangalore,13000
2142,Bangalore,5000
2143,Bangalore,7500
2144,Bangalore,13900
2145,Bangalore,15000
2146,Bangalore,30000
2147,Bangalore,13000
2148,Bangalore,7700
2149,Bangalore,25000
2150,Bangalore,17000
2151,Bangalore,39000
2152,Bangalore,18000
2153,Bangalore,15000
2154,Bangalore,28000
2155,Bangalore,17500
2156,Bangalore,75000
2157,Bangalore,14000
2158,Bangalore,9000
2159,Bangalore,20000
2160,Bangalore,12000
2161,Bangalore,12000
2162,Bangalore,24000
2163,Bangalore,12000
2164,Bangalore,10000
2165,Bangalore,24000
2166,Bangalore,9000
2167,Bangalore,12000
2168,Bangalore,11000
2169,Bangalore,15000
2170,Bangalore,5500
2171,Bangalore,18000
2172,Bangalore,42000
2173,Bangalore,18000
2174,Bangalore,15000
2175,Bangalore,6000
2176,Bangalore,30000
2177,Bangalore,12000
2178,Bangalore,10000
2179,Bangalore,9500
2180,Bangalore,16000
2181,Bangalore,9500
2182,Bangalore,6500
2183,Bangalore,13500
2184,Bangalore,25000
2185,Bangalore,9500
2186,Bangalore,190000
2187,Bangalore,90000
2188,Bangalore,24000
2189,Bangalore,15000
2190,Bangalore,22000
2191,Bangalore,34000
2192,Bangalore,12500
2193,Bangalore,28000
2194,Bangalore,12000
2195,Bangalore,8000
2196,Bangalore,7500
2197,Bangalore,34000
2198,Bangalore,32000
2199,Bangalore,14500
2200,Bangalore,16000
2201,Bangalore,7500
2202,Bangalore,7500
2203,Bangalore,19500
2204,Bangalore,75000
2205,Bangalore,16500
2206,Bangalore,14500
2207,Bangalore,16000
2208,Bangalore,8000
2209,Bangalore,280000
2210,Bangalore,21000
2211,Bangalore,30000
2212,Bangalore,65000
2213,Bangalore,180000
2214,Bangalore,10000
2215,Bangalore,12000
2216,Bangalore,9000
2217,Bangalore,22000
2218,Bangalore,10000
2219,Bangalore,48000
2220,Bangalore,11000
2221,Bangalore,11000
2222,Bangalore,40000
2223,Bangalore,10000
2224,Bangalore,6500
2225,Bangalore,18000
2226,Bangalore,22000
2227,Bangalore,28000
2228,Bangalore,6200
2229,Bangalore,110000
2230,Bangalore,5500
2231,Bangalore,50000
2232,Bangalore,12000
2233,Bangalore,11500
2234,Bangalore,16000
2235,Bangalore,11000
2236,Bangalore,150000
2237,Bangalore,9000
2238,Bangalore,6000
2239,Bangalore,12000
2240,Bangalore,16000
2241,Bangalore,35000
2242,Bangalore,9000
2243,Bangalore,8000
2244,Bangalore,13500
2245,Bangalore,14000
2246,Bangalore,14000
2247,Bangalore,4700
2248,Bangalore,17000
2249,Bangalore,11000
2250,Bangalore,12000
2251,Bangalore,30000
2252,Bangalore,12000
2253,Bangalore,21000
2254,Bangalore,6000
2255,Bangalore,18500
2256,Bangalore,4750
2257,Bangalore,15000
2258,Bangalore,17600
2259,Bangalore,35000
2260,Bangalore,8000
2261,Bangalore,7000
2262,Bangalore,15000
2263,Bangalore,30000
2264,Bangalore,100000
2265,Bangalore,18000
2266,Bangalore,8000
2267,Bangalore,9000
2268,Bangalore,6000
2269,Bangalore,7500
2270,Bangalore,15000
2271,Bangalore,10000
2272,Bangalore,14000
2273,Bangalore,7000
2274,Bangalore,60000
2275,Bangalore,6000
2276,Bangalore,17000
2277,Bangalore,15000
2278,Bangalore,8200
2279,Bangalore,8500
2280,Bangalore,20000
2281,Bangalore,8000
2282,Bangalore,20000
2283,Bangalore,11500
2284,Bangalore,30000
2285,Bangalore,22000
2286,Bangalore,6500
2287,Bangalore,6500
2288,Bangalore,16000
2289,Bangalore,24000
2290,Bangalore,15000
2291,Bangalore,18000
2292,Bangalore,8500
2293,Bangalore,4000
2294,Bangalore,5000
2295,Bangalore,22000
2296,Bangalore,12000
2297,Bangalore,9000
2298,Bangalore,7500
2299,Bangalore,30000
2300,Bangalore,14000
2301,Bangalore,9250
2302,Bangalore,13000
2303,Bangalore,12000
2304,Bangalore,12000
2305,Bangalore,10000
2306,Bangalore,60000
2307,Bangalore,35000
2308,Bangalore,12000
2309,Bangalore,14000
2310,Bangalore,8000
2311,Bangalore,11000
2312,Bangalore,20000
2313,Bangalore,12500
2314,Bangalore,35000
2315,Bangalore,26000
2316,Bangalore,85000
2317,Bangalore,14000
2318,Bangalore,22000
2319,Bangalore,7000
2320,Bangalore,16000
2321,Bangalore,11000
2322,Bangalore,20000
2323,Bangalore,60000
2324,Bangalore,5000
2325,Bangalore,4000
2326,Bangalore,15000
2327,Bangalore,18000
2328,Bangalore,12000
2329,Bangalore,8500
2330,Bangalore,11000
2331,Bangalore,42000
2332,Bangalore,25000
2333,Bangalore,8500
2334,Bangalore,12500
2335,Bangalore,18000
2336,Bangalore,6000
2337,Bangalore,9000
2338,Bangalore,54000
2339,Bangalore,22000
2340,Bangalore,120000
2341,Bangalore,7000
2342,Bangalore,28000
2343,Bangalore,55000
2344,Bangalore,19000
2345,Bangalore,11000
2346,Bangalore,18000
2347,Bangalore,70000
2348,Bangalore,12000
2349,Bangalore,18000
2350,Bangalore,30000
2351,Bangalore,10000
2352,Bangalore,6000
2353,Bangalore,4500
2354,Bangalore,8000
2355,Bangalore,20000
2356,Bangalore,17500
2357,Bangalore,22000
2358,Bangalore,17000
2359,Bangalore,22000
2360,Bangalore,24000
2361,Bangalore,12000
2362,Bangalore,4500
2363,Bangalore,5000
2364,Bangalore,6000
2365,Bangalore,11000
2366,Bangalore,20000
2367,Bangalore,35000
2368,Bangalore,24000
2369,Bangalore,10000
2370,Bangalore,16000
2371,Bangalore,100000
2372,Bangalore,14000
2373,Bangalore,7500
2374,Bangalore,16000
2375,Bangalore,65000
2376,Bangalore,18000
2377,Bangalore,8000
2378,Bangalore,11000
2379,Bangalore,8000
2380,Bangalore,13000
2381,Bangalore,30000
2382,Delhi,14000
2383,Delhi,20000
2384,Delhi,80000
2385,Delhi,9500
2386,Delhi,14000
2387,Delhi,65000
2388,Delhi,18500
2389,Delhi,40000
2390,Delhi,90000
2391,Delhi,3500
2392,Delhi,25000
2393,Delhi,9000
2394,Delhi,90000
2395,Delhi,22000
2396,Delhi,12000
2397,Delhi,11000
2398,Delhi,20000
2399,Delhi,260000
2400,Delhi,11000
2401,Delhi,10000
2402,Delhi,60000
2403,Delhi,350000
2404,Delhi,16000
2405,Delhi,16000
2406,Delhi,12000
2407,Delhi,8000
2408,Delhi,14000
2409,Delhi,14900
2410,Delhi,15000
2411,Delhi,10000
2412,Delhi,40000
2413,Delhi,9000
2414,Delhi,7000
2415,Delhi,13500
